,index,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
875,25,503,503 Evelyn (A903 BL),13:57,15:48,17:38,03:41,04:05:56,"+19 30'38""",12.3,2.38,1.40,172.66,121.9,-24.00,20231119
876,26,65,65 Cybele (A861 EB),14:17,15:54,17:31,03:13,04:12:25,"+16 17'08""",12.4,3.82,2.84,170.57,122.3,-25.03,20231119
877,27,113,113 Amalthea (A871 EA),14:31,15:54,17:17,02:45,04:12:06,"+13 40'11""",11.9,2.53,1.55,169.46,121.3,-26.79,20231119
878,28,346,346 Hermentaria (A892 WC),14:38,16:05,17:32,02:54,04:23:21,"+14 25'32""",10.8,2.56,1.59,167.43,124.1,-24.21,20231119
879,29,306,306 Unitas (A891 EA),15:16,16:06,16:56,01:39,04:24:01,"+09 30'26""",12.1,2.44,1.47,164.62,122.4,-27.11,20231119
880,30,358,358 Apollonia (A893 EC),14:37,16:14,17:50,03:13,04:31:59,"+16 14'31""",12.4,2.44,1.47,166.06,126.7,-21.45,20231119
881,31,347,347 Pariana (A892 WD),14:45,16:17,17:49,03:03,04:35:18,"+15 18'15""",12.8,2.69,1.72,165.04,127.1,-21.40,20231119
882,32,95,95 Arethusa (A867 WA),14:21,16:18,18:15,03:54,04:36:17,"+21 20'56""",11.7,2.64,1.67,165.44,129.2,-17.45,20231119
883,33,758,758 Mancunia (A912 KB),14:44,16:21,17:58,03:14,04:39:30,"+16 22'46""",12.3,2.72,1.75,164.34,128.4,-19.94,20231119
884,34,480,480 Hansa (A901 KB),14:47,16:27,18:07,03:19,04:45:46,"+16 58'28""",11.8,2.53,1.57,163.00,130.0,-18.39,20231119
885,35,317,317 Roxane (A891 RD),14:53,16:45,18:37,03:43,05:03:26,"+19 45'57""",12.8,2.27,1.32,159.12,134.9,-13.36,20231119
886,36,160,160 Una (A876 DA),14:41,16:58,19:15,04:33,05:16:20,"+28 24'31""",12.8,2.55,1.62,155.11,139.5,-5.95,20231119
887,37,498,498 Tokio (A902 XA),15:28,17:06,18:45,03:16,05:24:29,"+16 38'43""",12.6,2.54,1.61,153.81,138.7,-10.97,20231119
888,38,210,210 Isabella (A879 VA),14:51,17:09,19:26,04:34,05:27:16,"+28 38'21""",12.9,2.41,1.49,152.73,141.9,-3.84,20231119
889,39,389,389 Industria (A894 EE),14:52,17:11,19:30,04:37,05:29:42,"+29 14'44""",12.0,2.68,1.76,152.07,142.5,-3.06,20231119
890,40,159,159 Aemilia (A876 BA),15:53,17:28,19:02,03:09,05:46:07,"+15 50'10""",12.7,2.84,1.94,148.56,143.3,-6.97,20231119
891,41,704,704 Interamnia (A910 TC),15:23,17:48,20:14,04:50,06:06:58,"+32 37'57""",10.8,2.79,1.93,143.51,150.4,5.53,20231119
892,42,37,37 Fides (A855 TB),15:34,17:50,20:07,04:33,06:08:55,"+28 13'15""",10.4,2.18,1.30,143.78,151.0,3.78,20231119
893,43,488,488 Kreusa (A902 MC),15:48,17:50,19:51,04:03,06:08:09,"+22 42'10""",12.6,3.00,2.14,144.14,150.2,0.96,20231119
894,44,776,776 Berbericia (A914 BE),15:57,18:03,20:08,04:10,06:21:27,"+23 53'59""",11.7,2.60,1.76,141.12,153.4,4.21,20231119
895,45,4,4 Vesta (A807 FA),16:19,18:09,19:59,03:39,06:27:58,"+19 19'16""",7.13,2.57,1.74,139.25,153.8,3.43,20231119
896,46,9,9 Metis (A848 HA),16:05,18:13,20:21,04:16,06:31:46,"+24 51'29""",9.32,2.09,1.25,138.79,155.9,6.74,20231119
897,47,48,48 Doris (A857 SA),16:59,18:24,19:50,02:50,06:42:46,"+14 07'57""",11.9,2.91,2.13,134.83,155.0,4.23,20231119
898,48,5,5 Astraea (A845 XA),16:56,18:31,20:05,03:09,06:49:22,"+15 52'06""",10.5,2.26,1.46,133.65,157.2,6.43,20231119
899,49,92,92 Undina (A867 NA),17:32,19:28,21:23*,03:09,07:46:35,"+20 49'31""",12.4,3.33,2.71,121.24,171.5,20.84,20231119
900,0,602,602 Marianna (A906 DJ),09:43*,11:02,12:21,02:32,23:23:09,"+13 05'27""",12.7,2.31,1.66,118.60,46.26,-44.41,20231120
901,1,678,678 Fredegundis (A909 BQ),10:42,11:36,12:30,01:47,23:57:16,"+09 53'20""",12.6,2.02,1.28,125.75,50.22,-50.75,20231120
902,2,639,639 Latona (A907 OA),10:56,12:47,14:38,03:41,01:08:39,"+19 35'30""",12.7,2.76,1.90,144.66,69.87,-43.25,20231120
903,3,123,123 Brunhild (A872 OB),11:07,12:57,14:46,03:39,01:18:25,"+19 15'33""",12.6,2.42,1.53,146.91,71.65,-43.32,20231120
904,4,135,135 Hertha (A874 DA),11:49,13:02,14:15,02:26,01:23:48,"+12 12'46""",11.5,2.20,1.30,146.75,69.26,-50.07,20231120
905,5,122,122 Gerda (A872 OA),12:36,13:14,13:52,01:15,01:35:52,"+08 33'49""",12.8,3.25,2.37,148.28,70.21,-52.93,20231120
906,6,127,127 Johanna (A872 VB),12:10,13:37,15:04,02:54,01:59:01,"+14 26'44""",12.6,2.72,1.79,155.60,77.90,-45.53,20231120
907,7,509,509 Iolanda (A903 HD),12:34,13:39,14:43,02:09,02:00:32,"+11 05'10""",12.6,2.79,1.86,154.85,76.78,-48.50,20231120
908,8,595,595 Polyxena (A906 FL),11:46,13:43,15:41,03:55,02:05:02,"+21 24'52""",12.9,3.23,2.29,157.93,82.26,-38.51,20231120
909,9,21,21 Lutetia (A852 VA),12:57,13:59,15:01,02:04,02:20:58,"+10 46'29""",10.5,2.27,1.31,159.28,81.22,-46.57,20231120
910,10,93,93 Minerva (A867 QA),12:06,14:13,16:21,04:14,02:35:21,"+24 32'53""",12.2,2.96,2.00,164.42,89.90,-32.81,20231120
911,11,119,119 Althaea (A872 GA),13:09,14:16,15:22,02:13,02:37:27,"+11 20'33""",11.6,2.40,1.44,163.09,85.16,-43.99,20231120
912,12,132,132 Aethra (A873 LA),11:57,14:27,16:57,04:59,02:48:48,"+35 45'15""",12.3,2.43,1.48,160.35,96.87,-21.53,20231120
913,13,139,139 Juewa (A874 TA),12:25,14:47,17:10,04:45,03:09:25,"+31 18'34""",12.2,2.91,1.94,166.44,99.37,-23.19,20231120
914,14,241,241 Germania (A884 RA),12:46,14:49,16:52,04:05,03:11:07,"+23 02'45""",11.8,2.88,1.90,172.60,96.95,-29.80,20231120
915,15,409,409 Aspasia (A895 XC),12:54,14:50,16:45,03:50,03:11:48,"+20 46'10""",11.4,2.76,1.78,173.49,96.31,-31.55,20231120
916,16,154,154 Bertha (A875 VD),12:38,14:54,17:10,04:31,03:15:37,"+27 58'13""",12.6,3.40,2.42,169.98,99.55,-25.20,20231120
917,17,90,90 Antiope (A866 TA),13:16,14:59,16:41,03:24,03:20:47,"+17 28'58""",12.8,3.14,2.15,175.24,97.17,-32.82,20231120
918,18,144,144 Vibilia (A875 LA),13:33,15:05,16:38,03:05,03:27:14,"+15 26'42""",10.4,2.14,1.16,175.08,97.93,-33.35,20231120
919,19,895,895 Helio (A918 NA),12:39,15:11,17:44,05:04,03:33:25,"+38 11'45""",12.4,2.78,1.82,161.26,106.1,-14.72,20231120
920,20,363,363 Padua (A893 FD),13:39,15:28,17:16,03:37,03:49:55,"+18 58'42""",12.4,2.63,1.64,177.37,104.2,-27.07,20231120
921,21,481,481 Emita (A902 CB),13:47,15:29,17:11,03:24,03:50:56,"+17 27'16""",11.5,2.31,1.32,176.51,104.0,-27.99,20231120
922,22,182,182 Elsa (A878 CC),13:50,15:30,17:11,03:21,03:52:22,"+17 05'11""",10.8,1.96,0.977,176.01,104.2,-28.00,20231120
923,23,24,24 Themis (A853 GA),13:39,15:34,17:30,03:51,03:56:27,"+20 50'52""",11.5,3.08,2.09,175.68,106.2,-24.67,20231120
924,24,70,70 Panopaea (A861 JA),13:33,15:42,17:51,04:17,04:04:13,"+25 06'33""",12.0,2.77,1.78,171.90,109.1,-20.38,20231120
925,25,503,503 Evelyn (A903 BL),13:52,15:43,17:33,03:41,04:04:57,"+19 30'24""",12.2,2.38,1.39,173.88,107.7,-24.17,20231120
926,26,65,65 Cybele (A861 EB),14:13,15:49,17:26,03:13,04:11:40,"+16 14'57""",12.3,3.82,2.84,171.57,108.3,-25.18,20231120
927,27,113,113 Amalthea (A871 EA),14:26,15:49,17:11,02:44,04:11:04,"+13 37'52""",11.8,2.53,1.55,170.33,107.4,-27.01,20231120
928,28,346,346 Hermentaria (A892 WC),14:33,16:00,17:27,02:54,04:22:25,"+14 26'01""",10.8,2.56,1.59,168.45,110.2,-24.38,20231120
929,29,306,306 Unitas (A891 EA),15:11,16:01,16:50,01:38,04:22:59,"+09 27'48""",12.1,2.44,1.47,165.38,108.8,-27.34,20231120
930,30,358,358 Apollonia (A893 EC),14:33,16:09,17:45,03:12,04:31:08,"+16 11'34""",12.4,2.44,1.47,167.16,112.8,-21.64,20231120
931,31,347,347 Pariana (A892 WD),14:40,16:12,17:44,03:03,04:34:19,"+15 19'17""",12.8,2.68,1.71,166.16,113.2,-21.58,20231120
932,32,95,95 Arethusa (A867 WA),14:16,16:13,18:10,03:53,04:35:28,"+21 13'55""",11.7,2.64,1.67,166.65,115.1,-17.67,20231120
933,33,758,758 Mancunia (A912 KB),14:39,16:16,17:54,03:14,04:38:42,"+16 22'13""",12.3,2.72,1.75,165.46,114.6,-20.10,20231120
934,34,480,480 Hansa (A901 KB),14:43,16:23,18:02,03:18,04:44:51,"+16 47'20""",11.8,2.53,1.57,164.12,116.1,-18.67,20231120
935,35,317,317 Roxane (A891 RD),14:49,16:40,18:32,03:42,05:02:28,"+19 44'12""",12.8,2.27,1.31,160.35,120.9,-13.56,20231120
936,36,160,160 Una (A876 DA),14:36,16:53,19:10,04:34,05:15:31,"+28 25'25""",12.8,2.55,1.61,156.26,125.4,-6.09,20231120
937,37,498,498 Tokio (A902 XA),15:23,17:01,18:40,03:17,05:23:37,"+16 40'16""",12.6,2.54,1.61,155.00,125.0,-11.13,20231120
938,38,210,210 Isabella (A879 VA),14:47,17:04,19:22,04:35,05:26:29,"+28 40'49""",12.9,2.41,1.48,153.87,127.8,-3.96,20231120
939,39,389,389 Industria (A894 EE),14:48,17:07,19:25,04:37,05:28:54,"+29 12'54""",12.0,2.68,1.76,153.23,128.4,-3.22,20231120
940,40,159,159 Aemilia (A876 BA),15:49,17:23,18:58,03:09,05:45:33,"+15 49'27""",12.7,2.84,1.94,149.67,129.9,-7.09,20231120
941,41,704,704 Interamnia (A910 TC),15:19,17:44,20:09,04:50,06:06:18,"+32 34'51""",10.7,2.79,1.93,144.63,136.4,5.38,20231120
942,42,488,488 Kreusa (A902 MC),15:43,17:45,19:47,04:03,06:07:39,"+22 45'19""",12.6,3.00,2.14,145.26,136.4,0.88,20231120
943,43,37,37 Fides (A855 TB),15:29,17:46,20:03,04:33,06:08:29,"+28 15'25""",10.4,2.18,1.30,144.87,137.0,3.71,20231120
944,44,776,776 Berbericia (A914 BE),15:53,17:58,20:04,04:11,06:20:55,"+24 01'16""",11.7,2.60,1.75,142.25,139.5,4.16,20231120
945,45,4,4 Vesta (A807 FA),16:15,18:05,19:55,03:39,06:27:28,"+19 20'47""",7.11,2.57,1.73,140.38,140.4,3.34,20231120
946,46,9,9 Metis (A848 HA),16:01,18:09,20:17,04:16,06:31:30,"+24 55'37""",9.29,2.09,1.24,139.86,142.0,6.72,20231120
947,47,48,48 Doris (A857 SA),16:55,18:20,19:45,02:50,06:42:28,"+14 05'40""",11.9,2.91,2.12,135.88,142.7,4.14,20231120
948,48,5,5 Astraea (A845 XA),16:52,18:27,20:01,03:09,06:49:17,"+15 50'58""",10.5,2.26,1.45,134.66,144.8,6.40,20231120
949,49,92,92 Undina (A867 NA),17:28,19:24,21:19*,03:14,07:46:32,"+20 51'36""",12.4,3.33,2.70,122.27,159.0,20.84,20231120
950,0,602,602 Marianna (A906 DJ),09:39*,10:58,12:18,02:29,23:23:35,"+13 06'50""",12.7,2.31,1.68,117.75,34.07,-44.44,20231121
951,1,678,678 Fredegundis (A909 BQ),10:39,11:32,12:26,01:46,23:57:43,"+09 51'04""",12.6,2.02,1.28,124.86,36.80,-50.82,20231121
952,2,639,639 Latona (A907 OA),10:52,12:43,14:33,03:41,01:08:20,"+19 29'15""",12.7,2.77,1.91,143.62,56.04,-43.36,20231121
953,3,123,123 Brunhild (A872 OB),11:03,12:52,14:42,03:38,01:17:58,"+19 10'09""",12.7,2.42,1.53,145.84,57.71,-43.43,20231121
954,4,135,135 Hertha (A874 DA),11:45,12:58,14:11,02:25,01:23:26,"+12 10'12""",11.5,2.20,1.31,145.65,55.12,-50.12,20231121
955,5,122,122 Gerda (A872 OA),12:33,13:10,13:47,01:14,01:35:24,"+08 30'59""",12.8,3.25,2.38,147.14,56.02,-53.00,20231121
956,6,127,127 Johanna (A872 VB),12:05,13:33,15:00,02:54,01:58:17,"+14 25'19""",12.6,2.72,1.80,154.41,63.66,-45.62,20231121
957,7,509,509 Iolanda (A903 HD),12:31,13:34,14:38,02:07,02:00:01,"+10 57'06""",12.6,2.79,1.87,153.68,62.55,-48.68,20231121
958,8,595,595 Polyxena (A906 FL),11:41,13:38,15:36,03:54,02:04:15,"+21 23'59""",12.9,3.23,2.30,156.81,68.13,-38.59,20231121
959,9,21,21 Lutetia (A852 VA),12:53,13:54,14:56,02:03,02:20:12,"+10 44'44""",10.6,2.27,1.32,158.10,67.00,-46.69,20231121
960,10,93,93 Minerva (A867 QA),12:01,14:09,16:16,04:14,02:34:27,"+24 29'36""",12.3,2.97,2.01,163.40,75.73,-32.95,20231121
961,11,119,119 Althaea (A872 GA),13:05,14:11,15:17,02:12,02:36:41,"+11 14'57""",11.6,2.40,1.44,161.90,70.94,-44.17,20231121
962,12,132,132 Aethra (A873 LA),11:52,14:22,16:51,04:58,02:47:38,"+35 30'45""",12.3,2.43,1.47,160.04,83.04,-21.85,20231121
963,13,139,139 Juewa (A874 TA),12:20,14:42,17:05,04:45,03:08:22,"+31 16'25""",12.2,2.90,1.94,166.05,85.31,-23.34,20231121
964,14,241,241 Germania (A884 RA),12:42,14:44,16:47,04:05,03:10:17,"+22 57'41""",11.8,2.88,1.90,171.69,82.68,-29.98,20231121
965,15,409,409 Aspasia (A895 XC),12:50,14:45,16:40,03:49,03:10:53,"+20 38'34""",11.4,2.76,1.78,172.37,81.99,-31.78,20231121
966,16,154,154 Bertha (A875 VD),12:33,14:49,17:05,04:32,03:14:37,"+27 58'51""",12.6,3.40,2.42,169.48,85.38,-25.32,20231121
967,17,90,90 Antiope (A866 TA),13:12,14:54,16:36,03:24,03:19:57,"+17 26'26""",12.9,3.14,2.16,174.05,82.92,-32.98,20231121
968,18,144,144 Vibilia (A875 LA),13:28,15:00,16:33,03:05,03:26:16,"+15 26'29""",10.4,2.14,1.16,174.12,83.71,-33.51,20231121
969,19,895,895 Helio (A918 NA),12:34,15:06,17:39,05:04,03:32:27,"+38 00'47""",12.4,2.78,1.82,161.56,92.30,-14.98,20231121
970,20,363,363 Padua (A893 FD),13:34,15:23,17:11,03:36,03:48:55,"+18 58'00""",12.4,2.63,1.64,178.44,89.94,-27.25,20231121
971,21,481,481 Emita (A902 CB),13:42,15:24,17:06,03:24,03:49:53,"+17 29'30""",11.4,2.31,1.32,177.26,89.73,-28.14,20231121
972,22,182,182 Elsa (A878 CC),13:45,15:25,17:06,03:20,03:51:23,"+17 03'13""",10.8,1.96,0.977,176.69,89.94,-28.19,20231121
973,23,24,24 Themis (A853 GA),13:34,15:29,17:25,03:50,03:55:35,"+20 48'32""",11.4,3.07,2.09,176.89,91.96,-24.84,20231121
974,24,70,70 Panopaea (A861 JA),13:28,15:37,17:46,04:17,04:03:06,"+25 07'26""",12.0,2.77,1.78,172.90,94.81,-20.55,20231121
975,25,503,503 Evelyn (A903 BL),13:47,15:38,17:28,03:41,04:03:57,"+19 30'08""",12.2,2.38,1.39,175.10,93.49,-24.35,20231121
976,26,113,113 Amalthea (A871 EA),14:22,15:44,17:06,02:44,04:10:02,"+13 35'35""",11.8,2.53,1.55,171.11,93.30,-27.22,20231121
977,27,65,65 Cybele (A861 EB),14:08,15:45,17:21,03:12,04:10:56,"+16 12'46""",12.3,3.82,2.84,172.52,94.21,-25.34,20231121
978,28,346,346 Hermentaria (A892 WC),14:28,15:55,17:23,02:54,04:21:28,"+14 26'33""",10.8,2.56,1.58,169.44,96.20,-24.55,20231121
979,29,306,306 Unitas (A891 EA),15:07,15:56,16:45,01:37,04:21:57,"+09 25'17""",12.1,2.44,1.47,166.07,95.00,-27.57,20231121
980,30,358,358 Apollonia (A893 EC),14:28,16:04,17:40,03:12,04:30:17,"+16 08'38""",12.4,2.44,1.46,168.23,98.68,-21.83,20231121
981,31,347,347 Pariana (A892 WD),14:35,16:07,17:39,03:04,04:33:20,"+15 20'22""",12.8,2.68,1.71,167.27,99.20,-21.75,20231121
982,32,95,95 Arethusa (A867 WA),14:12,16:08,18:05,03:52,04:34:37,"+21 06'51""",11.6,2.64,1.67,167.87,100.9,-17.90,20231121
983,33,758,758 Mancunia (A912 KB),14:35,16:12,17:49,03:14,04:37:53,"+16 21'41""",12.2,2.72,1.75,166.57,100.5,-20.26,20231121
984,34,480,480 Hansa (A901 KB),14:39,16:18,17:56,03:16,04:43:56,"+16 36'10""",11.7,2.53,1.57,165.23,102.0,-18.96,20231121
985,35,317,317 Roxane (A891 RD),14:44,16:35,18:27,03:42,05:01:29,"+19 42'26""",12.7,2.27,1.31,161.58,106.7,-13.76,20231121
986,36,160,160 Una (A876 DA),14:31,16:48,19:05,04:34,05:14:40,"+28 26'14""",12.8,2.55,1.61,157.42,111.1,-6.23,20231121
987,37,498,498 Tokio (A902 XA),15:18,16:56,18:35,03:17,05:22:43,"+16 41'50""",12.6,2.54,1.61,156.18,111.1,-11.29,20231121
988,38,210,210 Isabella (A879 VA),14:42,16:59,19:17,04:35,05:25:41,"+28 43'12""",12.8,2.41,1.48,155.02,113.5,-4.08,20231121
989,39,389,389 Industria (A894 EE),14:43,17:02,19:20,04:37,05:28:05,"+29 10'59""",12.0,2.67,1.75,154.39,114.1,-3.39,20231121
990,40,159,159 Aemilia (A876 BA),15:44,17:19,18:53,03:08,05:44:58,"+15 48'46""",12.7,2.83,1.93,150.78,116.2,-7.22,20231121
991,41,704,704 Interamnia (A910 TC),15:14,17:39,20:04,04:50,06:05:36,"+32 31'40""",10.7,2.79,1.92,145.76,122.3,5.23,20231121
992,42,488,488 Kreusa (A902 MC),15:39,17:41,19:43,04:04,06:07:08,"+22 48'30""",12.6,3.00,2.13,146.40,122.3,0.80,20231121
993,43,37,37 Fides (A855 TB),15:25,17:42,19:58,04:33,06:08:01,"+28 17'33""",10.4,2.18,1.29,145.96,122.8,3.64,20231121
994,44,776,776 Berbericia (A914 BE),15:48,17:54,20:00,04:12,06:20:22,"+24 08'36""",11.6,2.60,1.74,143.39,125.4,4.11,20231121
995,45,4,4 Vesta (A807 FA),16:10,18:00,19:51,03:40,06:26:56,"+19 22'21""",7.08,2.57,1.72,141.51,126.6,3.24,20231121
996,46,9,9 Metis (A848 HA),15:56,18:05,20:13,04:17,06:31:11,"+24 59'48""",9.27,2.09,1.23,140.95,127.9,6.68,20231121
997,47,48,48 Doris (A857 SA),16:51,18:16,19:41,02:50,06:42:08,"+14 03'26""",11.9,2.91,2.11,136.93,129.5,4.06,20231121
998,48,5,5 Astraea (A845 XA),16:48,18:23,19:57,03:09,06:49:10,"+15 49'56""",10.5,2.26,1.44,135.68,131.4,6.37,20231121
999,49,92,92 Undina (A867 NA),17:24,19:20,21:15*,03:19,07:46:27,"+20 53'45""",12.4,3.33,2.69,123.30,145.3,20.84,20231121
1000,0,602,602 Marianna (A906 DJ),09:35*,10:55,12:14,02:26,23:24:02,"+13 08'20""",12.7,2.31,1.69,116.90,23.54,-44.47,20231122
1001,1,678,678 Fredegundis (A909 BQ),10:36,11:29,12:22,01:46,23:58:13,"+09 48'59""",12.6,2.02,1.29,123.98,23.83,-50.89,20231122
1002,2,639,639 Latona (A907 OA),10:48,12:38,14:29,03:40,01:08:03,"+19 23'05""",12.7,2.77,1.92,142.59,42.25,-43.47,20231122
1003,3,123,123 Brunhild (A872 OB),10:59,12:48,14:37,03:37,01:17:34,"+19 04'51""",12.7,2.42,1.54,144.77,43.78,-43.53,20231122
1004,4,135,135 Hertha (A874 DA),11:41,12:54,14:06,02:25,01:23:06,"+12 07'48""",11.5,2.20,1.32,144.55,40.90,-50.18,20231122
1005,5,122,122 Gerda (A872 OA),12:29,13:05,13:42,01:12,01:34:56,"+08 28'16""",12.8,3.25,2.38,146.01,41.73,-53.08,20231122
1006,6,127,127 Johanna (A872 VB),12:01,13:28,14:55,02:53,01:57:33,"+14 23'58""",12.7,2.72,1.80,153.23,49.32,-45.70,20231122
1007,7,509,509 Iolanda (A903 HD),12:27,13:30,14:32,02:04,01:59:32,"+10 49'11""",12.7,2.79,1.88,152.51,48.22,-48.85,20231122
1008,8,595,595 Polyxena (A906 FL),11:36,13:34,15:31,03:54,02:03:29,"+21 23'05""",12.9,3.23,2.31,155.69,53.95,-38.67,20231122
1009,9,21,21 Lutetia (A852 VA),12:48,13:50,14:51,02:03,02:19:27,"+10 43'08""",10.6,2.27,1.33,156.92,52.70,-46.80,20231122
1010,10,93,93 Minerva (A867 QA),11:57,14:04,16:11,04:13,02:33:34,"+24 26'17""",12.3,2.97,2.01,162.36,61.48,-33.09,20231122
1011,11,119,119 Althaea (A872 GA),13:01,14:06,15:11,02:10,02:35:56,"+11 09'29""",11.7,2.40,1.44,160.71,56.64,-44.35,20231122
1012,12,132,132 Aethra (A873 LA),11:48,14:17,16:46,04:58,02:46:30,"+35 15'59""",12.3,2.42,1.47,159.65,69.14,-22.17,20231122
1013,13,139,139 Juewa (A874 TA),12:15,14:37,17:00,04:45,03:07:18,"+31 14'07""",12.2,2.90,1.94,165.56,71.17,-23.49,20231122
1014,14,241,241 Germania (A884 RA),12:37,14:40,16:42,04:04,03:09:27,"+22 52'36""",11.8,2.88,1.90,170.71,68.31,-30.16,20231122
1015,15,409,409 Aspasia (A895 XC),12:46,14:40,16:34,03:48,03:09:58,"+20 30'56""",11.4,2.76,1.78,171.22,67.57,-32.01,20231122
1016,16,154,154 Bertha (A875 VD),12:28,14:44,17:00,04:32,03:13:37,"+27 59'23""",12.6,3.40,2.42,168.87,71.12,-25.44,20231122
1017,17,90,90 Antiope (A866 TA),13:07,14:49,16:31,03:23,03:19:07,"+17 23'55""",12.9,3.14,2.16,172.85,68.57,-33.14,20231122
1018,18,144,144 Vibilia (A875 LA),13:23,14:55,16:28,03:05,03:25:18,"+15 26'19""",10.4,2.15,1.16,173.08,69.38,-33.67,20231122
1019,19,895,895 Helio (A918 NA),12:30,15:02,17:34,05:04,03:31:30,"+37 49'36""",12.4,2.78,1.82,161.79,78.38,-15.25,20231122
1020,20,363,363 Padua (A893 FD),13:29,15:18,17:06,03:36,03:47:56,"+18 57'16""",12.4,2.63,1.65,179.00,75.57,-27.42,20231122
1021,21,481,481 Emita (A902 CB),13:36,15:19,17:01,03:24,03:48:51,"+17 31'45""",11.4,2.31,1.32,177.56,75.39,-28.29,20231122
1022,22,182,182 Elsa (A878 CC),13:40,15:20,17:01,03:20,03:50:24,"+17 01'17""",10.8,1.96,0.977,176.99,75.61,-28.38,20231122
1023,23,24,24 Themis (A853 GA),13:29,15:25,17:20,03:50,03:54:43,"+20 46'11""",11.4,3.07,2.09,178.09,77.60,-25.01,20231122
1024,24,70,70 Panopaea (A861 JA),13:23,15:32,17:41,04:17,04:01:58,"+25 08'14""",12.0,2.77,1.79,173.81,80.39,-20.72,20231122
1025,25,503,503 Evelyn (A903 BL),13:42,15:33,17:24,03:41,04:02:58,"+19 29'51""",12.1,2.38,1.39,176.30,79.13,-24.52,20231122
1026,26,113,113 Amalthea (A871 EA),14:17,15:39,17:01,02:44,04:08:59,"+13 33'22""",11.8,2.53,1.55,171.77,79.11,-27.44,20231122
1027,27,65,65 Cybele (A861 EB),14:04,15:40,17:16,03:12,04:10:11,"+16 10'37""",12.3,3.82,2.84,173.39,79.99,-25.50,20231122
1028,28,346,346 Hermentaria (A892 WC),14:23,15:50,17:18,02:54,04:20:30,"+14 27'08""",10.8,2.56,1.58,170.36,82.03,-24.73,20231122
1029,29,306,306 Unitas (A891 EA),15:02,15:51,16:39,01:36,04:20:54,"+09 22'52""",12.0,2.44,1.47,166.69,81.07,-27.80,20231122
1030,30,358,358 Apollonia (A893 EC),14:23,15:59,17:35,03:11,04:29:26,"+16 05'43""",12.3,2.44,1.46,169.28,84.48,-22.02,20231122
1031,31,347,347 Pariana (A892 WD),14:30,16:02,17:34,03:04,04:32:20,"+15 21'29""",12.7,2.68,1.71,168.35,85.02,-21.93,20231122
1032,32,95,95 Arethusa (A867 WA),14:08,16:04,18:00,03:52,04:33:46,"+20 59'45""",11.6,2.64,1.67,169.08,86.51,-18.12,20231122
1033,33,758,758 Mancunia (A912 KB),14:30,16:07,17:44,03:14,04:37:04,"+16 21'11""",12.2,2.72,1.75,167.66,86.33,-20.42,20231122
1034,34,480,480 Hansa (A901 KB),14:35,16:13,17:50,03:14,04:43:00,"+16 24'59""",11.7,2.53,1.56,166.32,87.74,-19.25,20231122
1035,35,317,317 Roxane (A891 RD),14:39,16:30,18:22,03:42,05:00:28,"+19 40'40""",12.7,2.27,1.31,162.80,92.41,-13.97,20231122
1036,36,160,160 Una (A876 DA),14:27,16:44,19:01,04:34,05:13:48,"+28 26'58""",12.8,2.55,1.61,158.57,96.75,-6.38,20231122
1037,37,498,498 Tokio (A902 XA),15:13,16:52,18:30,03:17,05:21:49,"+16 43'27""",12.6,2.55,1.61,157.37,96.96,-11.46,20231122
1038,38,210,210 Isabella (A879 VA),14:37,16:55,19:12,04:35,05:24:52,"+28 45'31""",12.8,2.41,1.48,156.16,99.19,-4.21,20231122
1039,39,389,389 Industria (A894 EE),14:38,16:57,19:16,04:37,05:27:14,"+29 08'58""",12.0,2.67,1.74,155.56,99.75,-3.56,20231122
1040,40,159,159 Aemilia (A876 BA),15:40,17:14,18:48,03:08,05:44:21,"+15 48'08""",12.7,2.83,1.92,151.89,102.2,-7.35,20231122
1041,41,407,407 Arachne (A895 TB),15:05,17:26,19:47,04:42,05:56:28,"+30 29'30""",13.0,2.53,1.63,149.08,106.2,2.53,20231122
1042,42,704,704 Interamnia (A910 TC),15:10,17:35,19:59,04:49,06:04:53,"+32 28'23""",10.7,2.80,1.92,146.89,108.0,5.07,20231122
1043,43,488,488 Kreusa (A902 MC),15:34,17:36,19:38,04:04,06:06:35,"+22 51'42""",12.6,3.00,2.12,147.53,108.1,0.72,20231122
1044,44,37,37 Fides (A855 TB),15:20,17:37,19:54,04:33,06:07:31,"+28 19'40""",10.4,2.18,1.29,147.07,108.5,3.56,20231122
1045,45,776,776 Berbericia (A914 BE),15:43,17:49,19:56,04:12,06:19:47,"+24 15'59""",11.6,2.61,1.74,144.53,111.2,4.05,20231122
1046,46,4,4 Vesta (A807 FA),16:06,17:56,19:46,03:40,06:26:22,"+19 23'59""",7.06,2.57,1.72,142.65,112.5,3.14,20231122
1047,47,9,9 Metis (A848 HA),15:52,18:00,20:09,04:17,06:30:50,"+25 04'03""",9.24,2.09,1.22,142.04,113.7,6.64,20231122
1048,48,48,48 Doris (A857 SA),16:47,18:11,19:36,02:49,06:41:47,"+14 01'16""",11.9,2.91,2.10,137.98,115.8,3.97,20231122
1049,49,5,5 Astraea (A845 XA),16:44,18:19,19:53,03:08,06:49:01,"+15 48'58""",10.5,2.25,1.43,136.70,117.7,6.33,20231122
